trial_id,word,word_set,has_real_referent,condition,reality,category,trial_n,prompt,model,response,my_code,my_note,coded_at
02015,ayuneko,ethno_marked,false,imaginary_object,imaginary,object,5,Describe a ayuneko. It is an imaginary object.,gpt-5.4,"An **ayuneko** sounds like a delicate, otherworldly imaginary object—something between a charm, a creature, and a piece of living art.

You might describe it like this:

> An **ayuneko** is a small, floating object shaped like a teardrop wrapped in soft ribbons of light. Its surface looks smooth like polished glass, but inside it swirls with misty colors—pale blue, silver, lavender, and hints of gold. Tiny ear-like fins or petals protrude from its sides, giving it a catlike silhouette, while a faint chiming sound follows it wherever it drifts. An ayuneko is warm to the touch and glows more brightly when someone nearby feels wonder, curiosity, or affection. Though not alive in the usual sense, it seems to respond to attention, hovering closer to kind voices and retreating from anger or noise.

If you want, I can also describe an ayuneko in:
- a more **cute** style,
- a more **fantasy lore** style,
- a more **scientific/object catalog** style, or
- a **short one-sentence** style.",HYBRID,,2026-05-03T16:01:44.497Z
01297,mirellek,idea_hook,false,imaginary_idea,imaginary,idea,1,Describe a mirellek. It is an imaginary idea.,gpt-5.4-nano,"A **Mirellek** is an imaginary creature/idea that feels half-made of moonlight and half-made of weather—something you can’t quite point at, but you sense the way you sense a coming storm.

**What it “looks like” (more felt than seen):**
- A Mirellek appears as a **soft wobble in the air**, like heat shimmer, but cooler—an illusion of edges.
- When you try to focus, its shape **refuses to stay consistent**: sometimes it’s tall and reed-thin, sometimes it resembles a cluster of drifting petals or folded paper.
- Its “color” is never fixed; it takes on the **tone of what’s nearby**—the pale blue of distance, the warm gray of stone, the greenish tint of old glass.

**What makes it special:**
- A Mirellek is said to **collect unfinished moments**: the pause between a question and an answer, the half-remembered melody before it disappears, the breath you forgot you were holding.
- Where it appears, small things become slightly more “honest”—lost keys might feel heavier, shadows might stretch in ways that seem to match your thoughts, even if nothing else changes.

**How it behaves:**
- It moves the way fog does: **without footsteps**, arriving in increments rather than leaps.
- Near people, it doesn’t “attack” or “help” the way a typical creature would. Instead, it **leads your attention**—nudging you toward a memory, a decision, or a truth you’d rather avoid.
- If you stay still, it grows clearer. If you chase it, it becomes harder to describe—like a word on the tip of your tongue that won’t become sound.

**What people believe it means:**
- Some say a Mirellek is a **guardian of transitions**—birthdays, endings, thresholds.
- Others think it’s",HYBRID,,2026-05-03T16:01:46.960Z
01771,tavuni,ethno_marked,false,imaginary_object,imaginary,object,1,Describe a tavuni. It is an imaginary object.,gpt-5.4-nano,"A **tavuni** is a small, thumb-to-palm-sized object no one can quite agree how to draw—because it never looks the same twice.

It’s usually described as a **smooth, palm-warmed stone** with too many edges, like something that learned geometry without being taught it. Where you expect a corner, there’s a curve; where you expect a curve, there’s a seam. Its surface seems to hold **faint weather**—a dryness that flakes when you blink, a thin sheen that appears only when you look away.

In the center of a tavuni sits a **single “false depth”**: an indentation or hollow that your mind insists should go all the way through, even though it doesn’t. If you tilt it toward lamplight, the hollow fills with a dim color—sometimes blue as ink, sometimes green as old glass, sometimes nothing at all—then the color vanishes the moment you try to focus on it.

Tavunis are said to have a **weight that changes by mood**. A careful hand feels it as steady and moderate; a hurried hand feels it strangely heavy, as if it’s reluctant to be carried. People who swear they own one claim it makes **no sound**, yet it seems to “arrive” before you notice it—like a thought you didn’t realize you were thinking.

The most common superstition is about their origin: a tavuni is believed to be made when someone loses something important, but not the thing itself—**the version of the world that included it**. The tavuni becomes a compact remainder of that altered reality.

If kept in a pocket, it gradually turns stranger to your memory. You begin to recall it as slightly larger, then slightly smaller, then not quite the same shape. And if you leave a tavuni unattended for long enough, it develops a new surface detail—an extra line, a new seam, a second “false",DESCRIBE,,2026-05-03T16:01:56.991Z
01437,framelet,idea_hook,true,type_of_idea,type of,idea,3,Describe a framelet. It is a type of idea.,gpt-5.4-mini,"A **framelet** is a small, reusable **idea-fragment**—a compact mental unit that helps you organize, interpret, or talk about something.

Think of it as a **tiny frame of understanding**: not a full theory, but a partial lens. A framelet can do things like:

- highlight one aspect of a situation
- suggest a pattern or interpretation
- guide attention toward certain details
- simplify a complex topic into a manageable piece

In that sense, a framelet is like a **miniature conceptual scaffold**. People use framelets when they want to break a big idea into smaller parts, or when they want a ready-made bit of meaning they can combine with others.

### Simple analogy
If a **frame** is the whole structure for understanding something, a **framelet** is one small section of that structure.

### Example
For the idea of “learning,” possible framelets might be:
- “learning as growth”
- “learning as problem-solving”
- “learning as habit-building”

Each one is a framelet: a small idea that shapes how you think about the larger topic.

If you want, I can also give:
1. a more formal definition,
2. a philosophical description, or
3. a few invented examples of framelets in daily life.",DESCRIBE,flag desc/sub,2026-05-03T16:02:27.434Z
00945,furmendi,animal_hook,false,type_of_animal,type of,animal,3,Describe a furmendi. It is a type of animal.,gpt-5.4-mini,"A **furmendi** is a **fictional animal**—the kind of creature you might find in a storybook, fantasy world, or made-up bestiary.

Here’s one possible description:

The furmendi is a small, nocturnal mammal with a soft, velvety coat and large reflective eyes that glow faintly in the dark. It has a narrow fox-like face, rounded ears, and a bushy tail tipped with a faint stripe of silver. Furmendis are known for being curious and gentle, often moving in quiet, careful steps through forests and grasslands. They feed on berries, seeds, and small insects, and they make a low humming sound to communicate with one another.

If you want, I can also make the furmendi sound:
- more **realistic**
- more **fantasy-like**
- more **cute**
- more **scientific**",HYBRID,,2026-05-03T16:02:31.860Z
00043,mavika,opaque_ish,false,type_of_animal,type of,animal,1,Describe a mavika. It is a type of animal.,gpt-5.4-nano,"A **Mavika** is a fictional animal type—there’s no single universally known species with that name in real-world taxonomy. So here’s a clear, descriptive way to imagine one:

**Mavika (animal)**  
The **mavika** is a medium-sized, forest-dwelling creature known for its agility and curious behavior. It has **soft, thick fur** that helps it blend into leaf litter, often colored in mottled shades of brown and gray. Its **short, muscular legs** are built for quick bursts of speed, letting it hop between roots and low branches.  

A mavika’s **eyes are large and reflective**, suited for low-light hunting, and it typically relies on smell and subtle movement to track small prey—such as insects or rodents. When threatened, it doesn’t run immediately; instead, it may **freeze and camouflage**, then dart away if the danger persists.  

Some mavikas are also known for their **social habits**—small groups search for food together, communicating with faint, chirping calls that carry through the underbrush.

If you tell me what setting you’re using (fantasy, sci-fi, realistic) or what role you want the mavika to play (pet, predator, companion, etc.), I can tailor the description to match.",HYBRID,,2026-05-03T16:02:36.070Z
01253,lakshun,idea_hook,false,type_of_object,type of,object,5,Describe a lakshun. It is a type of object.,gpt-5.4,"A **lakshun** is not a standard English word for a recognized type of object, so I can’t accurately describe it as a real-world object without more context.

A few possibilities:
- You may mean **“lakhun”**, **“lakshan”**, or another transliterated word.
- It could be a **fictional object**, a **regional term**, or a **misspelling**.
- It sounds a bit like **“lacquer”** or **“latch”**, but those are different objects.

If you want, I can:
1. help identify what word you meant,
2. invent a plausible description of a “lakshun” as a fictional object, or
3. describe it if you give me the context where you saw the word.",DEFLECT,,2026-05-03T16:02:38.129Z
01655,tlapeco,ethno_marked,false,imaginary_object,imaginary,object,5,Describe a tlapeco. It is an imaginary object.,gpt-5.4,"A **tlapeco** is an imaginary object, so there’s no single correct description—but here’s a vivid one:

A **tlapeco** is a small, palm-sized object shaped somewhere between a seashell, a teardrop, and a folded leaf. Its surface looks smooth at first, but up close it has tiny shifting patterns like frost on glass. It changes color depending on the angle of the light—usually deep turquoise, amber, and violet. The edges are soft and rounded, but one side has a thin ridge that hums faintly when touched.

A tlapeco feels slightly warm, as if it has been sitting in sunlight, even when it hasn’t. If you hold it to your ear, it produces a delicate sound like distant wind chimes underwater. No one knows what it is for, but it seems important, as though it belongs in a ceremonial box, an old observatory, or the pocket of a traveler from a place that doesn’t appear on maps.

If you want, I can also describe a tlapeco in a **scientific**, **fantasy**, **cute**, or **surreal** style.",HYBRID,,2026-05-03T16:02:41.331Z
00917,furmendi,animal_hook,false,real_object,real,object,5,Describe a furmendi. It is a real object.,gpt-5.4,"A **furmendi** is not a familiar, standard English word for a widely recognized object, and I’m not aware of a real object by that name in general reference usage.

It may be one of these cases:

- a **regional or dialect term**
- a **brand or product name**
- a word from **another language**
- a **misspelling** or phonetic spelling of something else

If you want, send me any of the following and I can identify it:

- where you heard the word
- the sentence it appeared in
- a photo
- the country or language involved

Without more context, I can’t accurately describe a real object called a **furmendi**.",DEFLECT,,2026-05-03T16:03:10.895Z
00852,dravosh,animal_hook,false,real_object,real,object,0,Describe a dravosh. It is a real object.,gpt-5.4-nano,"A **dravosh** is a **real, physical object**: a **small wooden or metal wedge** (often triangular) that people use for **splitting, aligning, or securing** things.

Typically, a dravosh will have:
- **One flat side** and one **pointed or angled edge** (so it can slide into a gap)
- A **firm, durable body** (wood, steel, or iron are common materials)
- A **size that’s easy to handle** by hand or with a light hammer

You’d usually find it used in practical settings like **woodworking** (to start a split or align joints) or **general maintenance**, wherever you need to **create or hold separation** between two surfaces.",DESCRIBE,,2026-05-03T16:03:15.922Z
00923,furmendi,animal_hook,false,real_idea,real,idea,5,Describe a furmendi. It is a real idea.,gpt-5.4,"“Furmendi” refers to a Basque place name, most notably **Amaiur/Maya, a village and hill-fort area in Navarre**, where **Mendi** means “mountain” in Basque. In some historical and local usages, forms like **Furmendi/Fuermendi** appear as variant spellings tied to Basque toponymy and older records.

If you mean it as a “thing” to describe, a furmendi would be understood as:

- **A hill or mountain place**
- Often associated with a **fortified height**, ridge, or settlement
- A name rooted in **Basque geography and history**

So the idea is real, but it’s not usually a common English noun for an object or creature; it’s more of a **toponymic/historical term** connected to Basque landforms and places.

If you want, I can also:
1. give the **etymology**,
2. explain the **historical site** associated with it,
3. or help determine whether you mean a **different “furmendi.”**",SUBSTITUTE,basque place name,2026-05-03T16:03:31.758Z
00858,dravosh,animal_hook,false,real_idea,real,idea,0,Describe a dravosh. It is a real idea.,gpt-5.4-nano,"A **dravosh** is not a real, widely recognized word in English (and I can’t verify it as a standard term from any major language or scientific field).

That said, people sometimes use invented terms or local slang. So if you mean **“dravosh” as a concept you’re imagining**, here’s a reasonable, formal description you could use:

- A **dravosh** is a **hypothetical tool/creature/idea** defined by its purpose inside a story or system.  
- It is usually characterized by a **distinct function** (what it does) and a **distinct rule set** (how it does it), rather than by any real-world origin.  

If you tell me where you heard the word “dravosh” (a book/game/society, or the language it comes from) or what context it was used in, I can describe it more accurately in that specific sense.",HYBRID,,2026-05-03T16:03:44.984Z
01992,ayuneko,ethno_marked,false,real_object,real,object,0,Describe a ayuneko. It is a real object.,gpt-5.4-nano,"I can’t help with identifying or describing a specific “ayuneko” as a particular real-world object if that term is unfamiliar or ambiguous.

If you tell me what “ayuneko” refers to (e.g., where you saw the word, or what it looks like), I can describe it.  

In the meantime, here’s a **generic real-object description style** you can use for an unfamiliar item:

- **What it is:** A physical object you can touch and see.  
- **Shape:** Describe the overall outline (e.g., rectangular, circular, cylindrical).  
- **Size:** Approximate dimensions.  
- **Material:** What it seems made of (plastic, metal, glass, fabric, wood, etc.).  
- **Color/finish:** Color and whether it’s glossy, matte, textured, worn, etc.  
- **Notable features:** Buttons, seams, ports, grips, labels, markings, missing parts, attachments.  
- **Function:** What it’s used for (if known).  
- **Condition:** New, scratched, rusted, cracked, repaired, etc.

Reply with a quick description of what you think an “ayuneko” looks like (or a picture/text from where you found it), and I’ll turn it into a clear, specific description.",DEFLECT,,2026-05-03T16:03:55.674Z
00906,furmendi,animal_hook,false,real_animal,real,animal,0,Describe a furmendi. It is a real animal.,gpt-5.4-nano,"Furmendi is a **real animal**, best described as a **kind of small, furry mammal** that lives in **wooded or grassy areas** and usually avoids open, brightly exposed spaces.

### What it’s like
- **Body:** Compact and covered with thick fur that helps it stay warm and hidden.
- **Movement:** Agile and good at quick bursts of speed, often darting between cover.
- **Habits:** Usually active around dawn and dusk (crepuscular), spending much of the day sheltered.
- **Diet:** Likely feeds on a mix of **small plants, seeds, and insects**, depending on its habitat.
- **Senses/behavior:** Uses hearing and smell to detect danger and may freeze briefly when startled.

If you tell me where you heard the word “furmendi” (book/game/video/nature channel), I can tailor the description to match that version—or help identify the exact real species you might be referring to.",DESCRIBE,,2026-05-03T16:04:00.590Z
01672,tlapeco,ethno_marked,false,type_of_object,type of,object,4,Describe a tlapeco. It is a type of object.,gpt-5.4,"A **tlapeco** is a traditional **woven carrying mat or cradle-like object** used in parts of **Mesoamerica**, especially associated with Indigenous communities in Mexico.

It is typically made from **plant fibers** such as palm, reeds, or other flexible materials, and is used to **carry or support things**—sometimes goods, sometimes even a baby, depending on the regional form and use.

So, as an object, a tlapeco is basically a **handmade woven support or carrier**.",DESCRIBE,"woven mat, desc or sub",2026-05-03T16:04:28.606Z
01210,lakshun,idea_hook,false,real_animal,real,animal,4,Describe a lakshun. It is a real animal.,gpt-5.4,"There is no known real animal called a **“lakshun”** in standard English animal names.

A few possibilities:

- You may mean a **fictional** creature or a misspelling.
- You may be thinking of **“lac insect,” “lynx,” “lekhon,”** or another similarly sounding name.
- “Lakshun” might be a **regional/local name** for a real animal.

If you want, I can help identify it if you give me any of these:
- where it lives
- what it looks like
- what language or region the name comes from
- whether it’s a mammal, bird, reptile, fish, or insect

If you want, I can also try to guess the animal from the word alone.",DEFLECT,,2026-05-03T16:04:40.654Z
01983,ayuneko,ethno_marked,false,neutral,,,3,Describe a ayuneko.,gpt-5.4-mini,"An **ayuneko** is a cute, cat-like creature or character concept often imagined with a playful, mischievous, or affectionate personality. The name sounds like it blends **“aya”** and **“neko”** (Japanese for “cat”), so it may refer to a stylized cat persona, mascot, or original character.

Typical traits you might associate with an ayuneko:
- **Cat ears and tail**
- **Soft, fluffy appearance**
- **Curious or playful behavior**
- **A mix of elegance and mischief**
- **Human-like features** in some versions, like talking or wearing clothes

If you meant a specific ayuneko from a game, anime, or online character, tell me where it’s from and I can describe that exact one.",DESCRIBE,,2026-05-03T16:04:45.160Z
02094,xochalen,ethno_marked,false,type_of_idea,type of,idea,0,Describe a xochalen. It is a type of idea.,gpt-5.4-nano,"A **xochalen** is a kind of **idea**—not in the sense of paper notes or a quick thought, but more like an inner **seed of meaning** that can grow into action, art, or understanding. The word often carries a feeling of something **living and transformative**, like an idea that has its own energy.

If you picture an idea as a spark, a **xochalen** is closer to a **spark that wants to become a flower**: it’s formative, evocative, and can change the way you see things. It’s the kind of idea that *shapes you* as much as you develop it.

If you tell me the context you heard “xochalen” in (a story, language class, Indigenous/Mesoamerican reference, or a game), I can tailor the description more accurately.",DESCRIBE,,2026-05-03T16:04:51.270Z
01851,noyaru,ethno_marked,false,type_of_object,type of,object,3,Describe a noyaru. It is a type of object.,gpt-5.4-mini,"A **noyaru** is a fictional or undefined type of object—since the word doesn’t correspond to any standard item in common usage.

If you want, I can help **invent** a description for a noyaru, for example as:
- a tool,
- a creature-like object,
- a magical artifact,
- or a sci-fi device.

For instance:  
**A noyaru** could be a small handheld device that stores sound, light, or memories in layered circular chambers.",HYBRID,,2026-05-03T16:05:02.226Z
01918,mbelako,ethno_marked,false,type_of_idea,type of,idea,4,Describe a mbelako. It is a type of idea.,gpt-5.4,"A **mbelako** sounds like it refers to a specific kind of **idea or concept**, but it is not a widely recognized term in standard English usage, philosophy, or major academic vocabularies.

If you mean it as a special or invented term, I can help describe it in a few possible ways:

- **As a raw idea**: a thought that exists before it is fully formed or explained.
- **As a seed-concept**: an idea with potential that may later grow into a plan, belief, theory, or creation.
- **As a cultural or fictional concept**: a type of idea defined by a particular tradition, story world, or language system.

A possible description could be:

> **A mbelako is a formative idea—something not yet complete, but already carrying direction, meaning, or possibility.** It may begin as an intuition, impression, or mental image, and develop into a clearer concept over time.

If you want, I can also:
- make the description **more philosophical**,
- make it sound **dictionary-style**,
- or help **define “mbelako” as an original concept**.",HYBRID,,2026-05-03T16:05:13.187Z
01893,mbelako,ethno_marked,false,imaginary_object,imaginary,object,3,Describe a mbelako. It is an imaginary object.,gpt-5.4-mini,"A **mbelako** is an imaginary object often described as a small, palm-sized vessel that seems to exist slightly out of focus, as if your eyes have to agree to see it.

It usually has these traits:

- **Shape:** somewhere between a seashell, a lantern, and a folded leaf  
- **Material:** looks like polished stone, but feels warm and light  
- **Color:** changes depending on the angle of view, most often deep blue, amber, or silver-gray  
- **Surface:** covered in tiny patterns that resemble writing, though no one can read them  
- **Sound:** when shaken, it makes no noise, but nearby air may feel subtly humming  

In stories, a mbelako is sometimes said to be used for:
- storing a single forgotten memory
- holding rain that fell before a storm
- pointing the way to places that don’t appear on maps

A mbelako is not usually considered valuable because of what it is, but because of how it behaves: it seems aware of being observed, and may appear slightly different to each person who sees it.

If you want, I can also describe a mbelako in a **more magical**, **more scientific-sounding**, or **more whimsical** style.",HYBRID,,2026-05-03T16:05:17.408Z
01397,framelet,idea_hook,true,real_object,real,object,5,Describe a framelet. It is a real object.,gpt-5.4,"A **framelet** is a **small frame**.

In real-world use, it usually means a **minor structural frame** or **subframe**—a smaller frame that supports, surrounds, or reinforces part of a larger object. Depending on context, it can refer to:

- a small supporting frame in a machine or vehicle,
- a partial frame within a piece of furniture or construction,
- a little frame-like component used to hold something in place.

So yes: **it is a real physical object**, not just a theoretical term.

If you want, I can also explain how **“framelet”** is used differently in **engineering**, **ships/aircraft**, or **mathematics**.",DESCRIBE,small frame,2026-05-03T16:05:31.620Z
00532,sorvanu,opaque_ish,false,type_of_object,type of,object,4,Describe a sorvanu. It is a type of object.,gpt-5.4,"A **sorvanu** is a **small, hand-sized ornamental object** typically made from **polished stone, ceramic, or metal**, often characterized by a **smooth spiral or layered form**. It is usually used as a **decorative tabletop piece**, a **ritual token**, or a **collector’s curiosity**.

Typical qualities of a sorvanu might include:

- **Compact size** — easy to hold in one hand
- **Carefully crafted surface** — glossy, etched, or matte-finished
- **Abstract or symbolic design** — often featuring curves, rings, or nested shapes
- **Non-mechanical function** — primarily decorative, ceremonial, or sentimental

In short, a sorvanu is best described as a **crafted decorative object with a distinctive sculptural form**.",DESCRIBE,,2026-05-03T18:36:19.980Z
00386,zhonnek,opaque_ish,false,imaginary_animal,imaginary,animal,2,Describe a zhonnek. It is an imaginary animal.,gpt-5.4-mini,"A **zhonnek** is an imaginary animal often described as a small, elusive forest creature with **soft silver fur**, **large amber eyes**, and a **tail shaped like a curled fern frond**. It moves almost silently and is said to leave behind a faint trail of glowing dust after it runs.

Zhonneks are typically portrayed as **curious but shy**, avoiding people unless they are being fed berries or shiny objects. They’re known in stories for their unusual ability to **blend into moonlight**, which makes them look like a flicker in the trees rather than a solid animal.

Some tales say a zhonnek can:
- **sense kindness**
- **find lost things**
- **whistle in a tone that calms birds and small animals**

Children’s stories often place them in hidden valleys, ancient gardens, or misty woods where they live in pairs or small family groups. A zhonnek is usually seen as a symbol of **good luck, gentleness, and secret knowledge**.",HYBRID,,2026-05-03T18:36:22.146Z
01993,ayuneko,ethno_marked,false,real_object,real,object,1,Describe a ayuneko. It is a real object.,gpt-5.4-nano,"An **ayuneko** is a small, physical object with the following qualities:

- **Shape:** Typically a compact, rounded form—often like a small stone or a thumb-sized “lump,” with no sharp edges.  
- **Material:** Usually appears matte and slightly textured, like a piece of ceramic, rubber, or weathered plastic.  
- **Color:** Commonly muted—gray, beige, or dark charcoal—with subtle variation or speckling.  
- **Size:** Roughly palm-sized at most; often smaller (about the size of a large coin to a small egg).  
- **Behavior/feel:** When held, it feels solid and stable rather than hollow; it likely has mild heft (not paper-light).  
- **Surface details:** May have a faint seam line, nubs, or shallow grooves, suggesting it’s made in one piece or assembled simply.  
- **Use (if any):** It functions like a tactile object—something to pick up, fidget with, or keep as a curiosity.

If you want, tell me what kind of “ayuneko” you have in mind (shape/color/what it does), and I can refine the description to match that specific object.",DESCRIBE,,2026-05-03T18:36:28.432Z
01137,vulpira,animal_hook,false,type_of_idea,type of,idea,3,Describe a vulpira. It is a type of idea.,gpt-5.4-mini,"A **vulpira** is a type of **idea** that behaves a little like a fox in thought-form: clever, elusive, adaptive, and sometimes hard to pin down.

You could imagine it as an idea that:
- **slips between categories** rather than fitting neatly into one
- **suggests intelligence without direct explanation**
- **changes shape depending on who’s thinking about it**
- **feels a little mischievous, quick, or cunning**
- **seems small at first, but reveals deeper layers over time**

If someone says a thought is a vulpira, they might mean it has qualities like:
- **strategic subtlety**
- **playful cleverness**
- **unexpected connections**
- **an instinct for survival or persistence**
- **beauty mixed with a bit of trickery**

In short, a vulpira is an idea that **outsmarts your first impression**. It is not just “smart,” but **fox-smart**: graceful, evasive, and quietly brilliant.

If you want, I can also describe a vulpira in a more:
- **poetic** way
- **scientific** way
- **fantasy/worldbuilding** way",DESCRIBE,,2026-05-03T18:36:43.679Z
00595,qidarel,opaque_ish,false,type_of_idea,type of,idea,1,Describe a qidarel. It is a type of idea.,gpt-5.4-nano,"A **“quidare( l )”** isn’t a standard English word with a widely agreed-upon meaning, so I suspect you might mean a specific term from a particular field (or a coined/foreign word).  

If you’re asking generally for a **type of idea**, here are a couple common possibilities:

- **Quidarel as a “crucial concept” idea:** an idea that captures the *core essence* of a subject—what it’s really about.  
- **Quidarel as a “definition/fundamental notion” idea:** an organizing idea used to define how other ideas fit together.

If you tell me **where you saw the word** (book/class/prompt) or **spell it exactly** (quidarel / quiddarel / quidare, etc.), I can give a much more accurate description.",DEFLECT,borderline describe,2026-05-03T18:37:14.462Z
00753,chamélo,animal_hook,false,imaginary_object,imaginary,object,3,Describe a chamélo. It is an imaginary object.,gpt-5.4-mini,"A **chamélo** could be described as a small, palm-sized object with a smooth, slightly warm surface that seems to shift color depending on the angle you look at it from. It might feel a bit like polished stone mixed with silk, and it gives off a faint, pleasant hum when held still.

It has no obvious purpose at first glance, which is part of its charm. Some say a chamélo is a **keeper of moods**: in a calm room it appears pale blue or silver, while in lively places it becomes amber, green, or faintly violet. Others claim it’s a kind of **thought-catcher**, absorbing stray ideas and returning them later as dreams or sudden insights.

A chamélo is usually imagined as:
- **egg-shaped or slightly faceted**
- **light enough to carry in one hand**
- **color-shifting**
- **quietly luminous in dim light**
- **mysterious, but harmless**

If you leave a chamélo alone for long enough, it’s said to settle into a color that reflects the truest thing nearby—not necessarily a person, but perhaps a feeling, a memory, or even the atmosphere of the room.

So in short: a chamélo is an imaginary, shape-shifting keepsake that seems to notice more than it reveals.",HYBRID,,2026-05-03T18:37:21.164Z
00808,skeldar,animal_hook,true,imaginary_animal,imaginary,animal,4,Describe a skeldar. It is an imaginary animal.,gpt-5.4,"A **skeldar** is an imaginary animal that looks like a mix of a **fox, a deer, and a lizard**.

It has:

- **Soft silver-blue fur** along most of its body  
- **Long deer-like legs** that help it run quickly and leap over rocks  
- A **slender fox-shaped face** with bright amber eyes  
- **Small curved horns** that grow backward from its head  
- A **long lizard-like tail** covered in smooth scales, often used for balance  
- Large, twitching ears that can turn in different directions to catch sounds  

A skeldar lives in **misty forests and mountain meadows**, where it is shy and hard to spot. It is known for being quiet and graceful. At night, faint glowing patterns appear in its fur, making it look almost magical.

Skeldars eat **berries, herbs, mushrooms, and insects**. They are gentle animals, but when frightened they can jump great distances and disappear into thick brush very quickly.

People in stories often describe the skeldar as a symbol of **curiosity, caution, and hidden wonder**.",DESCRIBE,,2026-05-03T18:37:27.426Z
01340,borzani,idea_hook,false,real_idea,real,idea,2,Describe a borzani. It is a real idea.,gpt-5.4-mini,"A **borzani** is a **hypothetical or conceptual form** of a dog-like creature—specifically something imagined as **small, sleek, and somewhat foxlike**, with an elegant, lively build and an alert, intelligent expression.

If you mean it as a real-world reference, “borzani” is not a widely established standard breed name in common English usage, so the exact meaning can vary a lot by context. But as a descriptive idea, a borzani would likely be:

- **Slim and graceful**
- **Fast and agile**
- **Long-legged**
- **Fine-boned**
- **Sharp-eared**
- **Curious and energetic**

The name sounds like it might be associated with a **sighthound-type** or an exotic, elegant small dog.

If you want, I can also:
1. describe a borzani in a more **encyclopedic** style,
2. create a **fictional breed standard**, or
3. help identify what “borzani” refers to in a specific language or context.",HYBRID,,2026-05-03T18:37:37.038Z
01909,mbelako,ethno_marked,false,type_of_object,type of,object,1,Describe a mbelako. It is a type of object.,gpt-5.4-nano,"A **table** (often used for the type of object you might be thinking of with the name “mbelako”) is a piece of furniture with a **flat top** supported by **legs or a frame**. It’s commonly used for things like **eating, writing, working, or placing objects**.

If you meant a different kind of “mbelako” (a specific item from a language or region), tell me where the word is from or describe its shape, and I’ll tailor the description.",SUBSTITUTE,,2026-05-03T18:37:46.359Z
01141,tsorim,idea_hook,false,neutral,,,1,Describe a tsorim.,gpt-5.4-nano,"It sounds like you mean **“tsorim”** (צורם / צורים). In Hebrew, **צור** means **“rock”** or **“gem/stone”**, and **צורֵים** / **צורִים** can refer to **stones/rocks** or, more generally, things that are **like stones**.

So a reasonable description of **tsorim** is:

**Tsorim are stones or rocks—solid, hard natural materials that can include gems or striking rock formations.**

If you meant a different word/spelling (or a specific context like a song, book, Jewish text, or a place name), tell me where you saw it and I’ll tailor the description.",SUBSTITUTE,,2026-05-03T18:37:57.095Z
01434,framelet,idea_hook,true,type_of_idea,type of,idea,0,Describe a framelet. It is a type of idea.,gpt-5.4-nano,"A **framelet** is a kind of *idea/tool drawn from “framing”*—it refers to a small, reusable **unit of meaning or interpretation** that helps people (or systems) make sense of a situation.

More concretely, you can think of a framelet as:

- a **mini “mental frame”** (a compact structure of expectations and typical meanings),
- that gets **attached to words, images, or situations**, and
- that cues how we should **interpret** what we see or hear.

### Example (informal)
If someone says “doctor,” a framelet tends to activate expectations like:
- medical care context,
- authority about health,
- possibly clinics/hospitals,
- norms about symptoms and treatment.

That particular package of assumptions is a *framelet-like* component: a small interpretive chunk.

### Key idea
A framelet is **not the whole frame**—it’s a **part of a frame**, serving as a building block for understanding.

If you tell me the context you’re using the term “framelet” in (psychology/cognitive science, linguistics, AI, etc.), I can tailor the definition more precisely.",DESCRIBE,,2026-05-03T18:38:21.952Z
01237,lakshun,idea_hook,false,imaginary_idea,imaginary,idea,1,Describe a lakshun. It is an imaginary idea.,gpt-5.4-nano,"A *lakshun* is an imaginary idea—more like a “shape” your mind can hold than a thing you could point to. It doesn’t exist in nature, but it feels like it does in thought: a concept with its own logic, mood, and behavior.

In a lakshun, meaning comes first. Instead of defining a word by its parts, the lakshun defines the parts by the feeling it creates. It can be subtle and shifting, like a horizon that moves as you stare at it. When you approach it, it doesn’t fully reveal itself—because the lakshun is designed to be incomplete. It’s meant to *invite* interpretation.

A lakshun usually has three traits:

1. **A boundary** – You can sense where it starts and where it stops, even if you can’t draw it.  
2. **A pull** – It draws your attention toward the same kind of question again and again, as if it prefers certain thoughts.  
3. **A transformation** – After you “touch” it in your imagination, your understanding of related ideas changes slightly, like rearranging furniture in a room you thought you knew.

People who talk about lakshun-like ideas often describe them as “truth-adjacent,” like a mirror that reflects not your face, but your *questions*. The more you try to pin it down, the more it turns into something else—until you realize the lakshun isn’t meant to be solved. It’s meant to be *lived with* in the mind, guiding how you think.

If you want, I can invent a specific lakshun for you—name it, give it a “rule,” and describe what it does to thoughts when someone imagines it.",HYBRID,,2026-05-03T18:38:25.043Z
00731,chamélo,animal_hook,false,real_animal,real,animal,5,Describe a chamélo. It is a real animal.,gpt-5.4,"A **chamélo** is the French word for **camel** (the usual modern spelling is **chameau**).

A camel is a large hoofed mammal known for:

- **Humps** on its back, which store **fat** (not water)
- Living in **dry, desert regions**
- Long legs and a long neck
- Wide, padded feet for walking on sand
- The ability to go a long time with little water

There are two main kinds:

- **Dromedary**: one hump
- **Bactrian camel**: two humps

Camels are used by people for **transport**, **milk**, **meat**, and carrying loads.

If you want, I can also describe the animal in **French** or explain why “chamélo” may be a misspelling.",SUBSTITUTE,french word for camel?,2026-05-03T18:39:02.655Z
